email_id,subject,body,sender_email,sender_domain,claimed_company,company_domain,domain_match,free_or_third_party_domain,has_link,has_attachment,mentions_money,mentions_urgency,mentions_personal_info,job_offer_without_interview,label
114,Remote Job Offer – Platform Engineer,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",recruiting.stripe@secure-offer-letter.com,secure-offer-letter.com,Stripe,stripe.com,0,1,0,1,1,1,0,0,1
115,Invitation to Interview and Assessment – AI Engineer,Your application has been approved. Kindly provide your full address and phone number to proceed. We are hiring urgently.,hiring.jobs-sap@outlook.com,outlook.com,SAP,sap.com,0,1,0,0,0,1,1,1,1
116,Immediate Hiring – Platform Engineer,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",talent.paypal@yahoo.com,yahoo.com,PayPal,paypal.com,0,1,0,1,1,1,0,0,1
117,Final Selection Notice – Data Analyst,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",assessment.coordinator@gmail.com,gmail.com,Walmart,walmart.com,0,1,0,1,1,1,0,0,1
118,Remote Job Offer – MLOps Engineer,We reviewed your profile and would like you to take an assessment test to proceed. Reply within 24 hours. Add me on Microsoft Teams using the link provided.,hrinfo.walmart@yahoo.com,yahoo.com,Walmart,walmart.com,0,1,1,0,0,1,1,0,1
119,Remote Job Offer – MLOps Engineer,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",recruitment.team@yahoo.com,yahoo.com,Deloitte,deloitte.com,0,1,0,1,1,1,0,0,1
120,Immediate Hiring – Data Scientist,We reviewed your profile and would like you to take an assessment test to proceed. Reply within 24 hours. Add me on Microsoft Teams using the link provided.,hrinfo.cisco@hire-now-careers.com,hire-now-careers.com,Cisco,cisco.com,0,1,1,0,0,1,1,0,1
121,Offer Confirmation – Business Analyst,"To secure your position, confirm your interest and provide your personal details for onboarding. We will share salary and benefits after your confirmation.",recruiting.salesforce@outlook.com,outlook.com,Salesforce,salesforce.com,0,1,0,0,1,0,1,0,1
122,Final Selection Notice – AI Operations Generalist,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",hr.department@recruit-portal-mail.com,recruit-portal-mail.com,Goldman Sachs,goldmansachs.com,0,1,0,1,1,1,0,0,1
123,Remote Job Offer – Data Scientist,Your application has been approved. Kindly provide your full address and phone number to proceed. We are hiring urgently.,hr.department@outlook.com,outlook.com,Google,google.com,0,1,0,0,0,1,1,1,1
124,Offer Confirmation – Data Scientist,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",talent.sap@viazohorecruit.com,viazohorecruit.com,SAP,sap.com,0,1,0,1,1,1,0,0,1
125,Offer Confirmation – AI Operations Generalist,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",recruiting.amazon@yahoo.com,yahoo.com,Amazon,amazon.jobs,0,1,0,1,1,1,0,0,1
126,Assessment Test Required – Data Scientist,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",hr.department@gmail.com,gmail.com,Intel,intel.com,0,1,0,1,1,1,0,0,1
127,Invitation to Interview and Assessment – Data Scientist,"To secure your position, confirm your interest and provide your personal details for onboarding. We will share salary and benefits after your confirmation.",careers.airbnb@gmail.com,gmail.com,Airbnb,airbnb.com,0,1,0,0,1,0,1,0,1
128,Remote Job Offer – Data Scientist,Your application has been approved. Kindly provide your full address and phone number to proceed. We are hiring urgently.,talent.lufthansagroup@yahoo.com,yahoo.com,Lufthansa Group,lufthansagroup.com,0,1,0,0,0,1,1,1,1
129,Assessment Test Required – AI Operations Generalist,Congratulations. You have been selected for a remote position. No interview required. Please confirm today to begin onboarding.,assessment.coordinator@yahoo.com,yahoo.com,Deloitte,deloitte.com,0,1,0,0,0,1,0,1,1
130,Immediate Hiring – Business Analyst,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",talent.ibm@recruit-portal-mail.com,recruit-portal-mail.com,IBM,ibm.com,0,1,0,1,1,1,0,0,1
131,Immediate Hiring – AI Engineer,"To secure your position, confirm your interest and provide your personal details for onboarding. We will share salary and benefits after your confirmation.",careers.oracle@secure-offer-letter.com,secure-offer-letter.com,Oracle,oracle.com,0,1,0,0,1,0,1,0,1
132,Invitation to Interview and Assessment – Machine Learning Engineer,Congratulations. You have been selected for a remote position. No interview required. Please confirm today to begin onboarding.,recruiting.meta@talent-onboard-now.com,talent-onboard-now.com,Meta,meta.com,0,1,0,0,0,1,0,1,1
133,Offer Confirmation – Business Analyst,"To secure your position, confirm your interest and provide your personal details for onboarding. We will share salary and benefits after your confirmation.",hiring.jobs-accenture@secure-offer-letter.com,secure-offer-letter.com,Accenture,accenture.com,0,1,0,0,1,0,1,0,1
134,Application Update – AI Engineer,We reviewed your profile and would like you to take an assessment test to proceed. Reply within 24 hours. Add me on Microsoft Teams using the link provided.,hr.department@yahoo.com,yahoo.com,KPMG,kpmg.com,0,1,1,0,0,1,1,0,1
135,Immediate Hiring – Data Analyst,Congratulations. You have been selected for a remote position. No interview required. Please confirm today to begin onboarding.,talent.kpmg@hire-now-careers.com,hire-now-careers.com,KPMG,kpmg.com,0,1,0,0,0,1,0,1,1
136,Application Update – Cloud Data Engineer,We reviewed your profile and would like you to take an assessment test to proceed. Reply within 24 hours. Add me on Microsoft Teams using the link provided.,recruitment.team@secure-offer-letter.com,secure-offer-letter.com,Airbnb,airbnb.com,0,1,1,0,0,1,1,0,1
137,Application Update – Platform Engineer,"To secure your position, confirm your interest and provide your personal details for onboarding. We will share salary and benefits after your confirmation.",hr.department@recruit-portal-mail.com,recruit-portal-mail.com,IBM,ibm.com,0,1,0,0,1,0,1,0,1
138,Remote Job Offer – AI Operations Generalist,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",hiring.jobs-uber@hire-now-careers.com,hire-now-careers.com,Uber,uber.com,0,1,0,1,1,1,0,0,1
139,Assessment Test Required – Platform Engineer,Congratulations. You have been selected for a remote position. No interview required. Please confirm today to begin onboarding.,talent.jpmorganchase@outlook.com,outlook.com,JPMorgan Chase,jpmorgan.com,0,1,0,0,0,1,0,1,1
140,Remote Job Offer – AI Engineer,"To secure your position, confirm your interest and provide your personal details for onboarding. We will share salary and benefits after your confirmation.",recruitment.team@talent-onboard-now.com,talent-onboard-now.com,Walmart,walmart.com,0,1,0,0,1,0,1,0,1
141,Application Update – AI Operations Generalist,We reviewed your profile and would like you to take an assessment test to proceed. Reply within 24 hours. Add me on Microsoft Teams using the link provided.,assessment.coordinator@secure-offer-letter.com,secure-offer-letter.com,Adobe,adobe.com,0,1,1,0,0,1,1,0,1
142,Invitation to Interview and Assessment – MLOps Engineer,We reviewed your profile and would like you to take an assessment test to proceed. Reply within 24 hours. Add me on Microsoft Teams using the link provided.,assessment.coordinator@secure-offer-letter.com,secure-offer-letter.com,Pfizer,pfizer.com,0,1,1,0,0,1,1,0,1
143,Offer Confirmation – AI Engineer,We reviewed your profile and would like you to take an assessment test to proceed. Reply within 24 hours. Add me on Microsoft Teams using the link provided.,hiring.jobs-accenture@gmail.com,gmail.com,Accenture,accenture.com,0,1,1,0,0,1,1,0,1
144,Final Selection Notice – Platform Engineer,We reviewed your profile and would like you to take an assessment test to proceed. Reply within 24 hours. Add me on Microsoft Teams using the link provided.,careers.apple@talent-onboard-now.com,talent-onboard-now.com,Apple,apple.com,0,1,1,0,0,1,1,0,1
145,Invitation to Interview and Assessment – AI Operations Generalist,Congratulations. You have been selected for a remote position. No interview required. Please confirm today to begin onboarding.,hrinfo.kpmg@gmail.com,gmail.com,KPMG,kpmg.com,0,1,0,0,0,1,0,1,1
146,Application Update – Software Engineer,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",careers.tesla@secure-offer-letter.com,secure-offer-letter.com,Tesla,tesla.com,0,1,0,1,1,1,0,0,1
147,Immediate Hiring – Data Analyst,Your application has been approved. Kindly provide your full address and phone number to proceed. We are hiring urgently.,recruitment.team@gmail.com,gmail.com,Amazon,amazon.jobs,0,1,0,0,0,1,1,1,1
148,Offer Confirmation – AI Engineer,Your application has been approved. Kindly provide your full address and phone number to proceed. We are hiring urgently.,hrinfo.intel@viazohorecruit.com,viazohorecruit.com,Intel,intel.com,0,1,0,0,0,1,1,1,1
149,Remote Job Offer – Software Engineer,"We offer competitive pay, sign-on bonus, training incentive and remote workstation stipend. Complete the attached assessment and send your responses by end of day.",recruiting.kpmg@hire-now-careers.com,hire-now-careers.com,KPMG,kpmg.com,0,1,0,1,1,1,0,0,1
150,Application Update – Platform Engineer,Your application has been approved. Kindly provide your full address and phone number to proceed. We are hiring urgently.,hrinfo.deloitte@gmail.com,gmail.com,Deloitte,deloitte.com,0,1,0,0,0,1,1,1,1
151,Interview Invitation – Software Engineer,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,hr@ibm.com,ibm.com,IBM,ibm.com,1,0,0,0,0,0,0,0,0
152,Interview Invitation – Data Scientist,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",hr@deloitte.com,deloitte.com,Deloitte,deloitte.com,1,0,1,0,0,0,0,0,0
153,Next Steps – Data Scientist,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",ta@jpmorgan.com,jpmorgan.com,JPMorgan Chase,jpmorgan.com,1,0,0,0,0,0,0,0,0
154,Thank you for applying – Business Analyst,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",jobs@lufthansagroup.com,lufthansagroup.com,Lufthansa Group,lufthansagroup.com,1,0,0,0,1,0,0,0,0
155,Application Update – Data Scientist,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,talent@jpmorgan.com,jpmorgan.com,JPMorgan Chase,jpmorgan.com,1,0,0,0,0,0,0,0,0
156,Interview Invitation – Platform Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",ta@paypal.com,paypal.com,PayPal,paypal.com,1,0,0,0,0,0,0,0,0
157,Application Update – Software Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",ta@netflix.com,netflix.com,Netflix,netflix.com,1,0,0,0,0,0,0,0,0
158,Next Steps – Software Engineer,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,ta@microsoft.com,microsoft.com,Microsoft,microsoft.com,1,0,0,0,0,0,0,0,0
159,Application Update – Machine Learning Engineer,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",university.recruiting@boeing.com,boeing.com,Boeing,boeing.com,1,0,0,0,1,0,0,0,0
160,Scheduling Request – AI Operations Generalist,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",university.recruiting@sap.com,sap.com,SAP,sap.com,1,0,0,0,0,0,0,0,0
161,Interview Invitation – AI Engineer,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,careers@lufthansagroup.com,lufthansagroup.com,Lufthansa Group,lufthansagroup.com,1,0,0,0,0,0,0,0,0
162,Thank you for applying – AI Operations Generalist,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,careers@ibm.com,ibm.com,IBM,ibm.com,1,0,0,0,0,0,0,0,0
163,Thank you for applying – MLOps Engineer,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",recruiting@oracle.com,oracle.com,Oracle,oracle.com,1,0,1,0,0,0,0,0,0
164,Next Steps – Machine Learning Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",careers@google.com,google.com,Google,google.com,1,0,0,0,0,0,0,0,0
165,Thank you for applying – Platform Engineer,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",talent.acquisition@tesla.com,tesla.com,Tesla,tesla.com,1,0,0,0,1,0,0,0,0
166,Next Steps – Data Scientist,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",ta@adobe.com,adobe.com,Adobe,adobe.com,1,0,1,0,0,0,0,0,0
167,Interview Invitation – Data Analyst,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,talent@meta.com,meta.com,Meta,meta.com,1,0,0,0,0,0,0,0,0
168,Recruiter Introduction – Business Analyst,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,hr@google.com,google.com,Google,google.com,1,0,0,0,0,0,0,0,0
169,Next Steps – Business Analyst,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",recruiting@oracle.com,oracle.com,Oracle,oracle.com,1,0,0,0,1,0,0,0,0
170,Application Update – MLOps Engineer,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",ta@lufthansagroup.com,lufthansagroup.com,Lufthansa Group,lufthansagroup.com,1,0,1,0,0,0,0,0,0
171,Next Steps – Business Analyst,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",talent.acquisition@netflix.com,netflix.com,Netflix,netflix.com,1,0,0,0,1,0,0,0,0
172,Application Update – Data Scientist,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",talent.acquisition@tesla.com,tesla.com,Tesla,tesla.com,1,0,0,0,1,0,0,0,0
173,Recruiter Introduction – AI Operations Generalist,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,talent.acquisition@oracle.com,oracle.com,Oracle,oracle.com,1,0,0,0,0,0,0,0,0
174,Thank you for applying – AI Engineer,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,jobs@intel.com,intel.com,Intel,intel.com,1,0,0,0,0,0,0,0,0
175,Next Steps – Software Engineer,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,talent.acquisition@cisco.com,cisco.com,Cisco,cisco.com,1,0,0,0,0,0,0,0,0
176,Next Steps – Business Analyst,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",talent.acquisition@intel.com,intel.com,Intel,intel.com,1,0,1,0,0,0,0,0,0
177,Thank you for applying – Cloud Data Engineer,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,talent.acquisition@paypal.com,paypal.com,PayPal,paypal.com,1,0,0,0,0,0,0,0,0
178,Interview Invitation – AI Engineer,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",ta@stripe.com,stripe.com,Stripe,stripe.com,1,0,0,0,1,0,0,0,0
179,Next Steps – Data Scientist,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",ta@uber.com,uber.com,Uber,uber.com,1,0,0,0,1,0,0,0,0
180,Application Update – MLOps Engineer,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,talent@apple.com,apple.com,Apple,apple.com,1,0,0,0,0,0,0,0,0
181,Scheduling Request – Machine Learning Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",jobs@stripe.com,stripe.com,Stripe,stripe.com,1,0,0,0,0,0,0,0,0
182,Recruiter Introduction – Business Analyst,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",recruiting@linkedin.com,linkedin.com,LinkedIn,linkedin.com,1,0,1,0,0,0,0,0,0
183,Recruiter Introduction – AI Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",hr@ey.com,ey.com,EY,ey.com,1,0,0,0,0,0,0,0,0
184,Thank you for applying – Data Analyst,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,ta@ibm.com,ibm.com,IBM,ibm.com,1,0,0,0,0,0,0,0,0
185,Next Steps – Platform Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",university.recruiting@kpmg.com,kpmg.com,KPMG,kpmg.com,1,0,0,0,0,0,0,0,0
186,Interview Invitation – Data Analyst,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",recruiting@walmart.com,walmart.com,Walmart,walmart.com,1,0,1,0,0,0,0,0,0
187,Recruiter Introduction – Data Analyst,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",ta@netflix.com,netflix.com,Netflix,netflix.com,1,0,0,0,1,0,0,0,0
188,Application Update – AI Engineer,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",ta@meta.com,meta.com,Meta,meta.com,1,0,0,0,1,0,0,0,0
189,Thank you for applying – AI Engineer,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,recruiting@boeing.com,boeing.com,Boeing,boeing.com,1,0,0,0,0,0,0,0,0
190,Next Steps – Software Engineer,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",talent@uber.com,uber.com,Uber,uber.com,1,0,1,0,0,0,0,0,0
191,Thank you for applying – Software Engineer,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",hr@cisco.com,cisco.com,Cisco,cisco.com,1,0,1,0,0,0,0,0,0
192,Application Update – AI Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",hr@accenture.com,accenture.com,Accenture,accenture.com,1,0,0,0,0,0,0,0,0
193,Scheduling Request – Software Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",jobs@apple.com,apple.com,Apple,apple.com,1,0,0,0,0,0,0,0,0
194,Next Steps – Data Scientist,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",hr@google.com,google.com,Google,google.com,1,0,0,0,0,0,0,0,0
195,Thank you for applying – Data Analyst,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",talent.acquisition@tesla.com,tesla.com,Tesla,tesla.com,1,0,0,0,1,0,0,0,0
196,Recruiter Introduction – AI Operations Generalist,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",ta@amazon.jobs,amazon.jobs,Amazon,amazon.jobs,1,0,0,0,0,0,0,0,0
197,Interview Invitation – Business Analyst,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",hr@sap.com,sap.com,SAP,sap.com,1,0,1,0,0,0,0,0,0
198,Application Update – AI Operations Generalist,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,hr@amazon.jobs,amazon.jobs,Amazon,amazon.jobs,1,0,0,0,0,0,0,0,0
199,Next Steps – Data Analyst,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,careers@sap.com,sap.com,SAP,sap.com,1,0,0,0,0,0,0,0,0
200,Next Steps – Cloud Data Engineer,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,recruiting@accenture.com,accenture.com,Accenture,accenture.com,1,0,0,0,0,0,0,0,0
201,Thank you for applying – Cloud Data Engineer,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,jobs@tesla.com,tesla.com,Tesla,tesla.com,1,0,0,0,0,0,0,0,0
202,Next Steps – AI Operations Generalist,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",careers@netflix.com,netflix.com,Netflix,netflix.com,1,0,1,0,0,0,0,0,0
203,Next Steps – AI Engineer,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,hr@lufthansagroup.com,lufthansagroup.com,Lufthansa Group,lufthansagroup.com,1,0,0,0,0,0,0,0,0
204,Next Steps – AI Operations Generalist,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",jobs@stripe.com,stripe.com,Stripe,stripe.com,1,0,0,0,1,0,0,0,0
205,Next Steps – Cloud Data Engineer,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,hr@meta.com,meta.com,Meta,meta.com,1,0,0,0,0,0,0,0,0
206,Scheduling Request – MLOps Engineer,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",recruiting@lufthansagroup.com,lufthansagroup.com,Lufthansa Group,lufthansagroup.com,1,0,0,0,1,0,0,0,0
207,Recruiter Introduction – Data Analyst,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,careers@ibm.com,ibm.com,IBM,ibm.com,1,0,0,0,0,0,0,0,0
208,Interview Invitation – Platform Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",university.recruiting@tesla.com,tesla.com,Tesla,tesla.com,1,0,0,0,0,0,0,0,0
209,Recruiter Introduction – Software Engineer,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",talent@goldmansachs.com,goldmansachs.com,Goldman Sachs,goldmansachs.com,1,0,1,0,0,0,0,0,0
210,Next Steps – AI Operations Generalist,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,jobs@ibm.com,ibm.com,IBM,ibm.com,1,0,0,0,0,0,0,0,0
211,Interview Invitation – Data Scientist,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",hr@ibm.com,ibm.com,IBM,ibm.com,1,0,1,0,0,0,0,0,0
212,Application Update – Data Scientist,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,university.recruiting@oracle.com,oracle.com,Oracle,oracle.com,1,0,0,0,0,0,0,0,0
213,Recruiter Introduction – Machine Learning Engineer,Thank you for applying. Our team reviewed your application and would like to schedule an initial interview to discuss your background. Please share your availability for the coming week.,recruiting@walmart.com,walmart.com,Walmart,walmart.com,1,0,0,0,0,0,0,0,0
214,Next Steps – Cloud Data Engineer,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",careers@oracle.com,oracle.com,Oracle,oracle.com,1,0,0,0,1,0,0,0,0
215,Interview Invitation – AI Operations Generalist,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,careers@apple.com,apple.com,Apple,apple.com,1,0,0,0,0,0,0,0,0
216,Interview Invitation – Data Scientist,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,jobs@tesla.com,tesla.com,Tesla,tesla.com,1,0,0,0,0,0,0,0,0
217,Application Update – Platform Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",jobs@paypal.com,paypal.com,PayPal,paypal.com,1,0,0,0,0,0,0,0,0
218,Scheduling Request – Machine Learning Engineer,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",recruiting@adobe.com,adobe.com,Adobe,adobe.com,1,0,0,0,0,0,0,0,0
219,Recruiter Introduction – Data Scientist,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",talent@amazon.jobs,amazon.jobs,Amazon,amazon.jobs,1,0,0,0,0,0,0,0,0
220,Recruiter Introduction – AI Operations Generalist,"Following our review, we'd like to move forward with a recruiter screen. Please choose a time from the scheduling options in our applicant portal.",talent.acquisition@apple.com,apple.com,Apple,apple.com,1,0,1,0,0,0,0,0,0
221,Interview Invitation – Data Scientist,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,careers@boeing.com,boeing.com,Boeing,boeing.com,1,0,0,0,0,0,0,0,0
222,Scheduling Request – AI Engineer,"We enjoyed reviewing your application. Next step is a 20–30 minute recruiter call to discuss role scope, compensation range, and timeline.",hr@tesla.com,tesla.com,Tesla,tesla.com,1,0,0,0,1,0,0,0,0
223,Application Update – MLOps Engineer,Please confirm your availability for an interview with our hiring team. This message was sent from our official recruiting mailbox.,hr@stripe.com,stripe.com,Stripe,stripe.com,1,0,0,0,0,0,0,0,0
224,Scheduling Request – Data Scientist,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",university.recruiting@lufthansagroup.com,lufthansagroup.com,Lufthansa Group,lufthansagroup.com,1,0,0,0,0,0,0,0,0
225,Application Update – Data Analyst,"We are currently reviewing applications. If selected, we will reach out to schedule next steps. Thank you for your interest.",hr@cisco.com,cisco.com,Cisco,cisco.com,1,0,0,0,0,0,0,0,0
226,Client Interview Coordination – Platform Engineer,"Hi Sharath Nyalakonda, I'm a recruiter with Randstad. I’m reaching out regarding a Platform Engineer opportunity supporting our client Lufthansa Group. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",coordinator@randstad.com,randstad.com,Lufthansa Group,lufthansagroup.com,0,1,0,0,0,0,0,0,0
227,Next Steps with Client – MLOps Engineer,"Thanks for your interest. As a staffing partner for Boeing, ManpowerGroup will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",sourcer@manpowergroup.com,manpowergroup.com,Boeing,boeing.com,0,1,0,0,0,0,0,0,0
228,Next Steps with Client – Data Scientist,"Hello Sharath Nyalakonda, I represent Kelly Services, an approved staffing vendor for IBM. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",ta@kellyservices.com,kellyservices.com,IBM,ibm.com,0,1,0,0,0,0,0,1,0
229,Talent Screening – AI Operations Generalist,"Hi Sharath Nyalakonda, I'm with Randstad. We support Meta's recruiting for a AI Operations Generalist. Next step is a short screening call; after that we’ll share the job description, pay range, and interview timeline from the client.",ta@randstad.com,randstad.com,Meta,meta.com,0,1,0,0,1,0,0,0,0
230,Screening Call Request – MLOps Engineer,"Hi Sharath Nyalakonda, I'm with Apex Systems. We support Microsoft's recruiting for a MLOps Engineer. Next step is a short screening call; after that we’ll share the job description, pay range, and interview timeline from the client.",coordinator@apexsystems.com,apexsystems.com,Microsoft,microsoft.com,0,1,0,0,1,0,0,0,0
231,Client Interview Coordination – Data Analyst,"Hi Sharath Nyalakonda, I'm with TEKsystems. We support Amazon's recruiting for a Data Analyst. Next step is a short screening call; after that we’ll share the job description, pay range, and interview timeline from the client.",screening@teksystems.com,teksystems.com,Amazon,amazon.jobs,0,1,0,0,1,0,0,0,0
232,Recruiter Outreach (Agency) – MLOps Engineer,"Hello Sharath Nyalakonda, Randstad is assisting Google with hiring for a MLOps Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",talent@randstad.com,randstad.com,Google,google.com,0,1,0,0,0,0,0,0,0
233,Recruiter Outreach (Agency) – Business Analyst,"Hello Sharath Nyalakonda, I represent Robert Half, an approved staffing vendor for SAP. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",coordinator@roberthalf.com,roberthalf.com,SAP,sap.com,0,1,0,0,0,0,0,1,0
234,Recruiter Outreach (Agency) – Machine Learning Engineer,"Hello Sharath Nyalakonda, I represent Randstad, an approved staffing vendor for Tesla. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",talent@randstad.com,randstad.com,Tesla,tesla.com,0,1,0,0,0,0,0,1,0
